1000
0.001 0.0526138, 0.0187218, -0.0175179
0.001 -0.000420887, 0.00588262, -0.000377317
0.001 -0.0171713, 0.0538254, -0.0260422
0.001 0.286439, -0.254709, 0.883751
0.001 0.0173247, 0.00117898, 0.0102989
0.001 0.000267207, 9.93336e-05, 4.52625e-05
0.001 0.291351, -0.443976, -0.0297412
0.001 -0.459047, 0.346726, -0.414824
0.001 -0.0178945, 0.0404237, 0.143852
0.001 -0.172513, -0.0743581, 0.131412
0.001 -1.18575e-06, -3.50368e-07, 1.71027e-06
0.001 -0.00198034, 0.00213633, -0.00223469
0.001 -0.00754295, 0.0744807, 0.150206
0.001 0.140913, -0.0971113, -0.0421761
0.001 0.00433602, -0.0275044, -0.0106872
0.001 -0.106986, 0.0210663, 0.0616503
0.001 -0.00863143, -0.00272225, 0.0104507
0.001 -0.0485821, 0.185178, 0.0649563
0.001 0.189913, 0.0873313, -0.0246403
0.001 -0.00191279, 0.00380561, -0.0054274
0.001 0.00314273, 0.000653593, -0.00530387
0.001 -2.46106e-06, 2.78126e-06, -5.8834e-07
0.001 -0.00041486, 0.00300125, -0.00294478
0.001 -0.119937, 0.256438, 0.389491
0.001 -0.282473, -0.439857, -0.566098
0.001 0.00911308, -0.012818, -0.0985659
0.001 -0.0157704, -0.00328363, 0.0364275
0.001 0.00276395, -0.00177552, -0.000115545
0.001 -0.24606, -0.489797, -0.502792
0.001 0.00239013, 0.00213406, 0.00626261
0.001 4.45174e-05, -0.761256, 0.337087
0.001 0.0126647, -0.0671523, -0.0648051
0.001 -0.00274704, 0.000679541, -0.000467762
0.001 0.820078, 0.202535, 0.073157
0.001 0.160223, 0.110171, -0.00967073
0.001 0.00201506, 0.0012181, 0.0024431
0.001 -0.00837035, -0.0120701, 0.111526
0.001 0.385386, 0.138921, -0.167064
0.001 -0.0343549, 0.177579, 0.0828957
0.001 -0.000412207, -0.000155894, 0.00271301
0.001 -0.197036, 0.131113, 0.0832193
0.001 0.0285994, 0.0202385, -0.0258245
0.001 -0.0486527, 0.0306013, -0.00551489
0.001 -0.0652734, -0.0478223, 0.0397829
0.001 -0.00957322, 0.000372666, 0.00241901
0.001 0.0920885, 0.0340999, -0.0901846
0.001 -0.00601028, 0.050793, -0.00103656
0.001 0.0026287, -0.00016878, 0.00254318
0.001 -0.00163664, 0.303211, -0.268985
0.001 -7.94822e-05, -0.000223862, -0.000109482
0.001 0.00257669, -0.00582251, 0.0107546
0.001 -1.39332e-05, -2.2124e-05, -1.57998e-05
0.001 0.0152128, -0.0888328, 0.17404
0.001 -0.126551, 0.0900306, 0.15753
0.001 -0.0240142, 0.0892354, 0.116653
0.001 -0.184744, -0.616166, -0.372433
0.001 1.20822e-08, -3.0914e-09, -1.58565e-09
0.001 -5.0588e-10, 2.99886e-10, -7.07074e-10
0.001 0.524531, -0.099007, 0.486207
0.001 0.00564576, -0.249968, 0.096718
0.001 -0.474278, 0.561356, 0.29316
0.001 0.526564, 0.266498, -0.0113711
0.001 -0.00436588, 0.0547793, -0.00165893
0.001 -0.00338545, -0.012914, -0.00097921
0.001 0.182803, 0.0363671, -0.219205
0.001 -0.0567625, 0.0238198, 0.00625102
0.001 -2.49739e-05, 7.47903e-05, 0.000201665
0.001 0.00281373, 0.372481, 0.04746
0.001 0.795421, -0.0958369, 0.41469
0.001 0.399222, -0.318098, -0.626639
0.001 -1.15949e-07, -2.236e-07, 6.5802e-08
0.001 0.0594653, 0.00624592, 0.0310398
0.001 0.0145667, 0.000959801, 0.000560973
0.001 0.260138, 0.0774187, -0.811733
0.001 0.00128585, 0.004349, -0.00198566
0.001 0.380974, 0.352823, 0.160912
0.001 -0.0164735, -0.0233863, 0.0376981
0.001 -0.596901, 0.255091, -0.165737
0.001 -7.40389e-05, -0.00230104, 0.010285
0.001 -0.00133326, -0.000998362, 0.00232556
0.001 -0.100106, 0.166907, 0.336173
0.001 -0.00338104, 0.126184, -0.0457306
0.001 0.0357607, -0.100139, -0.0342962
0.001 -0.027874, 0.0285915, 0.0469132
0.001 0.00202111, -0.104692, 0.19831
0.001 -0.00111359, 0.00179214, 0.000416187
0.001 -0.00399218, 0.000648939, 0.000262721
0.001 -0.41091, 0.232068, 0.233357
0.001 4.12749e-05, 6.34948e-05, -1.93853e-05
0.001 0.17699, -0.10983, -0.361033
0.001 0.68003, 0.365578, -0.389442
0.001 9.74878e-09, 8.32169e-09, -8.86064e-08
0.001 0.000152222, 0.000119488, 4.15643e-05
0.001 0.000214464, -0.000318157, -6.31694e-05
0.001 -0.926936, 0.113198, -0.270686
0.001 0.00017297, -0.0221114, -0.00475538
0.001 0.318511, -0.668383, -0.350764
0.001 8.67285e-05, 0.000497523, -0.000246672
0.001 -9.34014e-05, 0.000291365, 0.000233918
0.001 -0.00127824, 0.0107136, 0.00128233
0.001 -2.29766e-06, 1.07334e-06, 2.92554e-06
0.001 -0.025934, 0.00905628, -0.0814883
0.001 -0.358852, 0.0888875, 0.575311
0.001 0.000712229, 0.000870753, -0.00232905
0.001 0.0168173, -0.0736274, -0.0341741
0.001 0.0906269, -0.100133, 0.296724
0.001 0.0548609, -0.00954386, 0.0025528
0.001 -0.000647288, -0.00806522, -0.00166701
0.001 -0.0402679, 0.0277357, 0.00296503
0.001 0.0345599, -0.0436265, -0.0631941
0.001 0.525191, -0.235328, -0.119401
0.001 0.044545, 0.130778, -0.0225613
0.001 0.256948, 0.0552521, -0.0409318
0.001 9.07929e-05, -0.000142377, 0.000153656
0.001 0.0145957, 0.0308302, -0.00931784
0.001 0.669927, -0.578771, -0.120454
0.001 -0.220888, 0.105345, 0.551289
0.001 0.334758, -0.193206, -0.0226306
0.001 -0.0207981, 0.00861913, 0.479998
0.001 0.145859, 0.113142, 0.373649
0.001 0.00261461, -0.00267736, -0.00279702
0.001 0.489878, 0.405351, -0.321642
0.001 0.000330162, 9.50347e-05, -0.000154859
0.001 0.0204444, -0.274777, 0.109759
0.001 -0.138012, 0.332068, 0.258031
0.001 0.00537337, 0.00325078, -0.00469347
0.001 -0.0010465, 0.00132787, -0.000455601
0.001 -0.261294, -0.566035, -0.102979
0.001 -0.0175096, -0.0532447, -0.023485
0.001 -0.000349656, 0.00112863, -0.00195019
0.001 0.0641644, -0.462394, -0.376205
0.001 -0.00122558, -0.00313177, 0.00100237
0.001 0.00156039, 0.00068898, 0.000499475
0.001 0.00920976, -0.0145551, 0.0256712
0.001 0.0231564, -0.00583242, -0.00580982
0.001 2.73988e-05, 5.23399e-05, -4.93743e-05
0.001 0.00522233, 0.00223708, 0.00855313
0.001 0.00382255, 0.0268518, 0.0242505
0.001 0.0270662, -0.00209122, -0.0374007
0.001 -0.00393473, 0.000473988, -0.000831034
0.001 0.212258, -0.0382127, -0.121322
0.001 6.21899e-08, 2.41054e-08, -2.87573e-08
0.001 6.34775e-05, 9.76187e-05, -8.04357e-05
0.001 0.116831, -0.0299417, -0.288152
0.001 0.000799673, -0.00095085, 0.00162501
0.001 -0.496593, 0.123294, 0.258548
0.001 -0.193206, -0.0889788, 0.128089
0.001 0.0302112, 0.0655694, 0.0101007
0.001 -0.00409638, 0.0307186, 0.0159463
0.001 0.0122854, 0.0237619, 0.10608
0.001 6.39281e-05, -6.65703e-05, 0.000172812
0.001 -0.404862, 0.132093, -0.283452
0.001 0.108684, 0.160899, -0.326991
0.001 -7.15104e-05, 0.000265498, -0.000764216
0.001 -0.104547, 0.0482035, 0.0911732
0.001 -0.000525099, 0.000778568, 0.000325651
0.001 -0.00532255, -0.0110695, 0.00792134
0.001 -0.0178983, -0.000316083, -0.0335835
0.001 0.00323713, -0.000601499, -0.00386243
0.001 0.0147483, -0.0595718, 0.0471014
0.001 -0.110193, 0.0815252, -0.000868105
0.001 -0.61594, -0.169507, 0.342511
0.001 0.0576702, 0.346612, 0.0465636
0.001 0.00948858, 0.0192058, -0.0212234
0.001 0.00271234, -0.00300952, 0.00427229
0.001 0.00771024, 0.0233929, -0.022653
0.001 0.00240124, 0.0676305, -0.0283382
0.001 5.23004e-08, -1.50112e-06, -1.50807e-06
0.001 0.0672688, 0.0470668, -0.0413615
0.001 -0.00259129, -0.0128072, 0.00721801
0.001 0.00125974, 0.000516409, -2.17485e-05
0.001 -0.471851, 0.351741, -0.0103875
0.001 -0.011933, -0.579969, -0.298205
0.001 -0.00144433, -0.00343655, 0.00748989
0.001 -0.163275, 0.0951836, 0.040795
0.001 0.00104532, -0.000726675, 0.000676047
0.001 -3.2166e-07, -4.25431e-07, -4.19353e-07
0.001 -0.474897, -0.0209824, 0.0909564
0.001 0.237559, 0.0252421, 0.0408532
0.001 -0.390383, -0.287514, 0.0413681
0.001 0.0487437, -0.0460851, -0.00169672
0.001 0.47442, 0.660426, -0.526976
0.001 0.0013321, -0.00229384, -0.000458933
0.001 -0.248343, 0.494098, -0.0584093
0.001 -0.000192493, -0.000708092, -0.000813678
0.001 -0.0303244, -0.0390699, -0.000957999
0.001 -0.25707, -0.281202, -0.720092
0.001 0.0103031, -0.00277013, -0.0174213
0.001 0.00102273, 0.00193817, 0.0128647
0.001 -0.370934, -0.101373, 0.25842
0.001 0.0102639, 0.0375805, -0.0500828
0.001 -0.000385473, -7.06492e-06, -0.00112369
0.001 0.0518257, 0.407943, 0.909763
0.001 -0.415722, -0.156295, -0.254228
0.001 3.22122e-09, -1.82401e-09, -6.56554e-10
0.001 -0.0446296, 0.105632, -0.0732727
0.001 -0.00790817, 0.0157212, 0.0117831
0.001 0.00666036, -0.0215824, -0.0233551
0.001 -0.0320939, -0.0602234, -0.268071
0.001 -0.299026, -0.55025, -0.576485
0.001 -0.129616, -0.139586, 0.104738
0.001 0.211664, -0.107168, -0.267378
0.001 0.215776, -0.249222, 0.644414
0.001 -0.129658, 0.0325222, -0.0493969
0.001 0.224794, -0.0897965, -0.16625
0.001 -0.000580426, -0.0314887, 0.01059
0.001 0.000513407, 0.000480516, 0.0011962
0.001 0.108894, -0.106504, 0.143364
0.001 0.0071139, -0.00573821, 0.00567481
0.001 0.000190394, 0.000223606, 0.000100122
0.001 0.486177, -0.624809, -0.348258
0.001 0.00547626, -0.00336192, 0.00221838
0.001 0.00014725, -0.000244283, -4.74171e-05
0.001 0.014442, 0.0213863, 0.011505
0.001 -1.42687e-05, 7.10416e-06, -1.8317e-05
0.001 2.81875e-05, -8.00721e-06, 3.13141e-05
0.001 0.00762535, -0.0208182, -0.0112886
0.001 0.354029, -0.351521, -0.532477
0.001 0.00701192, -0.0123901, -0.00904378
0.001 0.0120221, -0.0346093, -0.00592352
0.001 0.00850045, -0.0441115, -0.0442272
0.001 -0.225174, 0.383632, 0.062442
0.001 -2.46326e-05, -2.90428e-05, -5.8248e-06
0.001 -0.000110913, -0.000169471, -0.00013992
0.001 8.37003e-05, -0.00206763, 0.00124488
0.001 0.351876, -0.85795, 0.0923581
0.001 0.000777828, 0.000382526, -0.00122934
0.001 0.0033973, 0.000584222, 0.000375173
0.001 0.47874, -0.381209, -0.0972724
0.001 0.00164216, 0.000566851, -0.00267889
0.001 -0.221706, 0.363107, -0.425335
0.001 -0.00108516, 0.000105063, -5.94482e-06
0.001 2.05897e-07, 1.76166e-06, -3.4626e-07
0.001 0.0879733, 0.0330414, 0.0743166
0.001 -2.91574e-06, 2.42027e-06, -7.3927e-07
0.001 0.122403, 0.0138121, 0.222264
0.001 0.026388, 0.00653452, 0.0212659
0.001 -0.00723303, 0.0510132, 0.0411074
0.001 -0.507951, -0.0770058, -0.0757847
0.001 7.43457e-06, -6.99546e-06, 4.71868e-05
0.001 2.65727e-06, 2.69019e-06, 1.06242e-05
0.001 -0.264508, 0.497503, 0.176177
0.001 0.298334, -0.211978, -0.38882
0.001 0.000147138, -0.000158262, -6.77704e-05
0.001 0.245793, 0.0256771, 0.338182
0.001 0.0637178, 0.0210273, -0.104969
0.001 0.204896, 0.253102, 0.716693
0.001 -0.0118474, 0.00350896, 0.11479
0.001 -0.00531564, 0.0114096, -0.00672721
0.001 -0.0121511, -0.00824155, 0.000300283
0.001 1.54923e-05, 2.22749e-05, -5.35622e-05
0.001 0.0525109, 0.0457838, 0.0197911
0.001 -0.0151285, 0.0098453, -0.039865
0.001 -0.413445, -0.0240142, -0.384641
0.001 -0.00543288, 0.00136019, -0.000777262
0.001 0.00211024, -0.000357481, -0.00186426
0.001 0.255029, -0.0326083, 0.896441
0.001 -0.120583, 0.275778, -0.397786
0.001 -0.0135609, -0.0274808, -0.00958087
0.001 0.15129, 0.163489, -0.00725756
0.001 0.706597, 0.195787, 0.139497
0.001 -0.107023, -0.0267801, -0.189151
0.001 0.709915, 0.42553, 0.534811
0.001 0.0384543, 0.0357729, -0.0134784
0.001 -0.0847238, 0.313079, -0.0218991
0.001 -0.00630633, 0.000324705, 0.00319705
0.001 -0.0893566, -0.194564, -0.0213445
0.001 0.077204, -0.159459, 0.0820441
0.001 -0.0214368, 0.0468149, -0.00591874
0.001 0.212981, -0.582596, -0.471127
0.001 -0.216478, -0.00615615, -0.863224
0.001 -1.26329e-10, -1.73414e-10, -4.42713e-10
0.001 0.00615747, 0.000333858, -0.00286549
0.001 -0.00044796, -0.000788241, 0.000163352
0.001 0.0456832, -0.0169484, 0.0392485
0.001 -0.00482603, -0.00804737, -0.0115305
0.001 -0.000235162, 0.00012742, -8.78221e-05
0.001 0.0605179, -0.132472, -0.0580998
0.001 9.36484e-05, 0.000391606, -0.000736143
0.001 0.00272232, 0.740237, -0.121689
0.001 0.0749106, 0.0797596, -0.387553
0.001 0.0854708, 0.106838, 0.0903504
0.001 -0.0355497, -0.00464122, -0.0103493
0.001 -0.202314, 0.257573, 0.0754314
0.001 0.176675, -0.191276, 0.175364
0.001 -0.219974, 0.117916, 0.566787
0.001 0.0396217, -0.0903433, 0.43822
0.001 0.0265408, 0.303704, -0.0260649
0.001 0.0366099, 0.0210625, -0.0109282
0.001 0.817711, -0.236333, 0.322728
0.001 0.461596, 0.244118, -0.613987
0.001 0.00357981, -0.000107349, 0.0011018
0.001 0.0800034, -0.492104, -0.12529
0.001 -0.0482087, 0.124849, -0.30965
0.001 0.00229781, -0.00268631, 0.00544379
0.001 -4.21381e-05, 0.000499556, -0.00226348
0.001 0.00188638, 0.00808975, -0.00929083
0.001 -0.000144776, 7.78416e-05, -7.60071e-05
0.001 1.56833e-06, 7.35691e-06, -9.50995e-06
0.001 -0.0120661, 0.00260675, 0.00192709
0.001 0.591937, -0.561674, -0.174965
0.001 -7.81095e-06, -2.92067e-05, -1.22621e-05
0.001 -0.361538, 0.0483127, -0.881051
0.001 1.28994e-05, 4.10503e-06, -5.05155e-06
0.001 -1.22768e-06, -1.6554e-07, -3.62325e-07
0.001 0.000222215, 7.02351e-06, -0.000146143
0.001 0.00322433, -0.00640207, 0.00473008
0.001 0.000867893, -0.000558082, 0.00114672
0.001 -0.00422532, -0.00384742, -0.00190832
0.001 -8.34145e-07, 5.71638e-07, -1.27495e-06
0.001 0.295147, 0.0859118, 0.417224
0.001 8.06751e-06, -2.68846e-06, 6.92492e-06
0.001 0.000646492, 0.00216477, 0.000411334
0.001 0.000778975, 0.00119274, -0.00365964
0.001 0.0236312, -0.0435984, -0.054353
0.001 -0.0256068, -0.123772, 0.175007
0.001 -0.0479701, -0.175127, 0.285158
0.001 0.292842, 0.00403224, 0.109957
0.001 -0.573223, -0.20732, -0.14428
0.001 0.00544533, 0.346885, 0.308
0.001 0.00123376, 0.0109839, -0.0365075
0.001 -0.666446, 0.447887, 0.0129009
0.001 -0.372824, 0.0145608, 0.245266
0.001 -0.00250528, 0.0159521, 0.0101979
0.001 0.160708, 0.893314, -0.0666512
0.001 0.303615, -0.119473, -0.0537678
0.001 -0.0791948, 0.0746369, 0.333067
0.001 -0.222002, -0.485222, -0.232515
0.001 0.179757, 0.293192, -0.169583
0.001 -0.00591629, 0.0260175, -0.0152094
