1000 1
0.001 0.958143 0.636226 0.762118
0.001 0.713937 0.270693 0.718811
0.001 0.599792 0.774399 0.925679
0.001 0.527463 0.444406 0.139861
0.001 0.686801 0.394596 0.346776
0.001 0.705010 0.389220 0.936631
0.001 0.124545 0.304643 0.055189
0.001 0.449743 0.138295 0.115462
0.001 0.219444 0.335571 0.821071
0.001 0.018044 0.818667 0.890608
0.001 0.181451 0.080699 0.519890
0.001 0.326526 0.362660 0.181990
0.001 0.663616 0.617888 0.394264
0.001 0.558060 0.716575 0.071233
0.001 0.728277 0.235068 0.115963
0.001 0.455541 0.371840 0.647397
0.001 0.375382 0.948944 0.073979
0.001 0.738290 0.589492 0.347880
0.001 0.105215 0.200743 0.924682
0.001 0.661774 0.866283 0.590683
0.001 0.744883 0.792134 0.558535
0.001 0.269525 0.185527 0.871495
0.001 0.478274 0.416944 0.013326
0.001 0.952871 0.164578 0.361614
0.001 0.328899 0.560256 0.840533
0.001 0.047367 0.159954 0.277814
0.001 0.024617 0.124399 0.931132
0.001 0.271533 0.068153 0.379327
0.001 0.747605 0.853094 0.316514
0.001 0.426098 0.205419 0.345408
0.001 0.318218 0.509006 0.977524
0.001 0.976282 0.632903 0.184700
0.001 0.861816 0.182545 0.413869
0.001 0.691482 0.998832 0.100135
0.001 0.752599 0.254202 0.319655
0.001 0.635821 0.408822 0.391309
0.001 0.505195 0.567307 0.142918
0.001 0.896991 0.101955 0.389898
0.001 0.854800 0.436768 0.879615
0.001 0.514066 0.240996 0.769455
0.001 0.124188 0.574517 0.283628
0.001 0.127445 0.945927 0.659730
0.001 0.456473 0.516207 0.125956
0.001 0.503210 0.836381 0.605429
0.001 0.655661 0.406349 0.491570
0.001 0.967595 0.543875 0.477275
0.001 0.255900 0.375267 0.574359
0.001 0.698123 0.130579 0.828806
0.001 0.090781 0.437316 0.954420
0.001 0.593697 0.534226 0.465985
0.001 0.320663 0.819084 0.613323
0.001 0.700024 0.063323 0.189778
0.001 0.866072 0.674362 0.360477
0.001 0.879390 0.363527 0.603528
0.001 0.118167 0.772723 0.624040
0.001 0.962058 0.607881 0.736570
0.001 0.962057 0.379735 0.639316
0.001 0.549148 0.011565 0.654013
0.001 0.252849 0.119213 0.223636
0.001 0.316289 0.045837 0.597626
0.001 0.467976 0.361552 0.913649
0.001 0.861905 0.759111 0.081183
0.001 0.873939 0.716432 0.806800
0.001 0.320656 0.166590 0.437519
0.001 0.133996 0.620204 0.958906
0.001 0.704991 0.400251 0.271962
0.001 0.019212 0.797512 0.029686
0.001 0.902110 0.799295 0.857004
0.001 0.520373 0.419085 0.318757
0.001 0.187134 0.709887 0.418759
0.001 0.640728 0.748562 0.873182
0.001 0.788366 0.111458 0.747783
0.001 0.717021 0.684035 0.200042
0.001 0.382213 0.186161 0.054592
0.001 0.755923 0.722892 0.887587
0.001 0.420241 0.438372 0.164288
0.001 0.287957 0.657614 0.856706
0.001 0.258431 0.814505 0.494265
0.001 0.204416 0.762295 0.606164
0.001 0.031360 0.122994 0.489871
0.001 0.890086 0.897303 0.009746
0.001 0.573206 0.072456 0.839220
0.001 0.707027 0.061085 0.670002
0.001 0.916991 0.265621 0.736400
0.001 0.479574 0.380335 0.013258
0.001 0.808209 0.437402 0.190510
0.001 0.519578 0.138053 0.522984
0.001 0.258793 0.441459 0.948129
0.001 0.441941 0.811509 0.266629
0.001 0.189788 0.790264 0.892814
0.001 0.975152 0.033473 0.585932
0.001 0.546047 0.162157 0.449505
0.001 0.595000 0.947878 0.458242
0.001 0.095181 0.359889 0.978390
0.001 0.484310 0.377651 0.946645
0.001 0.460401 0.641514 0.176252
0.001 0.386394 0.054668 0.594206
0.001 0.773721 0.261134 0.993807
0.001 0.411425 0.502133 0.465410
0.001 0.100774 0.871765 0.010764
0.001 0.393803 0.299976 0.945195
0.001 0.442818 0.307423 0.042949
0.001 0.177165 0.905922 0.481917
0.001 0.518633 0.481801 0.138231
0.001 0.160304 0.113549 0.215460
0.001 0.342692 0.722572 0.584206
0.001 0.129084 0.678856 0.561241
0.001 0.980145 0.685647 0.906614
0.001 0.773761 0.952580 0.531545
0.001 0.564658 0.286828 0.243352
0.001 0.694525 0.860309 0.964608
0.001 0.951029 0.579838 0.618595
0.001 0.356787 0.951523 0.968882
0.001 0.864800 0.781251 0.677516
0.001 0.834285 0.781526 0.028556
0.001 0.247267 0.631433 0.336451
0.001 0.517710 0.714103 0.900855
0.001 0.419222 0.229174 0.361822
0.001 0.398269 0.990516 0.860531
0.001 0.832952 0.257731 0.994789
0.001 0.302242 0.050722 0.594155
0.001 0.236707 0.356899 0.588560
0.001 0.683985 0.015220 0.568587
0.001 0.673376 0.202265 0.122621
0.001 0.310549 0.003576 0.682141
0.001 -0.461686 0.012417 0.319525
0.001 -0.767724 0.860311 0.017973
0.001 -0.717157 0.387763 0.955880
0.001 -0.115339 0.043708 0.112556
0.001 -0.439693 0.526175 0.123300
0.001 -0.373581 0.323981 0.621975
0.001 -0.227371 0.064976 0.512252
0.001 -0.985755 0.809901 0.491579
0.001 -0.460128 0.115896 0.380871
0.001 -0.613318 0.497926 0.870881
0.001 -0.121284 0.127372 0.838327
0.001 -0.775165 0.634108 0.609542
0.001 -0.781149 0.813512 0.529734
0.001 -0.760043 0.824761 0.079820
0.001 -0.759976 0.965811 0.571171
0.001 -0.521220 0.733591 0.819015
0.001 -0.445769 0.848279 0.079839
0.001 -0.478217 0.538578 0.175132
0.001 -0.767346 0.084980 0.057744
0.001 -0.934905 0.548880 0.391371
0.001 -0.727612 0.835476 0.685226
0.001 -0.224270 0.109535 0.822171
0.001 -0.704454 0.235712 0.590964
0.001 -0.429832 0.485708 0.307948
0.001 -0.115410 0.720448 0.814377
0.001 -0.314979 0.298209 0.551727
0.001 -0.586962 0.210441 0.839201
0.001 -0.042848 0.325114 0.331522
0.001 -0.342593 0.532728 0.177762
0.001 -0.133973 0.878228 0.324596
0.001 -0.582135 0.759683 0.799660
0.001 -0.562202 0.471665 0.910846
0.001 -0.936582 0.013095 0.607616
0.001 -0.598570 0.461734 0.770372
0.001 -0.943374 0.851059 0.743177
0.001 -0.524919 0.982203 0.948590
0.001 -0.689067 0.972628 0.400888
0.001 -0.867908 0.367825 0.122866
0.001 -0.582186 0.469234 0.755951
0.001 -0.932386 0.683789 0.421660
0.001 -0.165561 0.236552 0.048063
